Country,City,Description,Temperature(C),Feals like(C),Maximum Temp(C),Minimum Temp(C),Pressure(hPa),Humidity(%),Wind Speed(m/s),Visibility(km)
PL,Warsaw,few clouds,0.7300000000000182,-3.4699999999999704,2.0200000000000387,-0.4399999999999977,1040,78,4.12,10.0
